ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL
18|2|12588|116|154317|166905|27111|67331|27726|5420|7717|6115|12781
12|3|11666|28|139464|151130|6473|53874|53486|2696|5333|5661|11913
13|2|11492|79|151473|162965|22418|58751|37216|6223|11916|4036|10834
21|15|4930|95|139891|144821|37956|40783|22463|9338|10507|5236|13513
21|11|6364|182|178140|184504|67037|37855|31461|11927|13182|8346|8150
15|18|6250|122|196728|202978|53854|70804|37077|12136|11438|5068|6229
12|6|13116|77|153131|166247|13592|57883|49202|6463|10601|11987|3326
14|14|6627|117|162925|169552|50232|52680|11122|14030|4416|25989|4339
29|2|13461|124|167140|180601|37219|47739|39794|10780|12480|7953|11051
7|6|12287|136|164521|176808|34106|43977|29824|40196|6860|3838|5584
28|8|7888|97|155866|163754|73170|46489|20359|4552|3446|3003|4750
28|5|10950|74|168636|179586|52374|69934|16221|4686|7251|3620|14476
30|19|5650|56|145618|151268|51083|48676|25374|8206|5091|3742|3390
21|6|6147|176|172642|178789|51761|43016|32548|12153|13165|8377|11446
14|2|6356|89|158803|165159|65136|60548|7715|11358|1561|7723|4673
21|2|6436|62|143217|149653|33217|53317|18878|12827|8567|3861|12488
8|8|15666|164|159646|175312|55186|62921|14495|8346|5888|2744|9902
15|12|6910|712|205172|212082|35964|66300|57809|14856|9499|10931|9101
26|6|12642|82|156166|168808|48111|74829|19389|2256|5259|3510|2730
21|8|4937|55|125386|130323|35678|34608|23541|8771|11932|5289|5512
