ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL|PRI_PVEM|PRD_PT_MC|PRD_PT|PRD_MC|PT_MC
16|11|4835|76|131737|136572|21839|41960|38427|2914|2029|1505|2804|9787|6939|2844|481|132
26|4|6203|63|155431|161634|44528|50317|30079|1885|4974|3166|2324|8169|7140|1835|617|334
1|3|4042|126|155344|159386|57346|44088|21684|2374|2917|2532|7353|9782|5659|927|366|190
26|6|4857|49|164106|168963|34741|57037|37722|1081|3612|2600|2103|12910|9519|1737|741|254
30|17|4967|67|191673|196640|81643|51479|25933|2120|2664|2087|2786|12808|7817|1560|488|221
19|12|5704|68|268039|273743|92540|93512|32557|2287|13182|2574|6940|14804|6848|1982|388|357
15|11|3081|118|158149|161230|25083|46116|40665|1571|3275|2766|4054|16970|14024|2433|787|287
14|8|2896|112|172736|175632|64429|45996|18813|1607|3028|11799|4093|13217|7383|630|1006|623
28|7|3573|54|183368|186941|80696|44472|28791|1604|2145|1788|3761|9020|8869|1486|521|161
23|1|4601|99|240885|245486|49877|56861|69470|4324|4728|3365|4414|19042|21738|5251|1297|419
3|2|2915|63|134365|137280|40464|41206|20105|1561|2782|2611|2635|12245|8227|1702|507|257
18|3|4087|46|160241|164328|35106|65619|22790|1785|5230|2355|2500|13275|8589|2170|457|319
22|1|7704|34|198159|205863|56049|84718|23368|4269|3138|4174|4543|11916|4478|948|367|157
24|6|4220|154|158042|162262|55533|33606|28521|2751|3072|2456|7180|12861|9600|1414|607|287
21|8|3601|31|128174|131775|26045|31632|23498|1537|7257|1994|1950|14631|13603|4835|631|530
7|7|6051|37|134595|140646|31637|31356|23816|17392|5399|1741|4472|9460|6021|2735|340|189
15|22|2498|87|134508|137006|39426|36820|26723|1234|2907|1487|2678|12088|8851|1643|374|190
13|1|7578|35|163502|171080|29982|67363|39478|1639|3316|1658|5964|6725|5069|1821|347|105
10|2|3234|68|182507|185741|54686|63399|24659|1867|4007|1884|4261|16477|8934|1663|382|220
9|27|2725|90|156772|159497|15665|29303|55847|1670|5659|3354|3113|11635|24372|4457|1084|523
22|4|4821|112|221930|226751|84711|63255|39181|1921|3842|3204|4614|11457|7630|1283|512|208
15|24|2565|78|125577|128142|25047|38499|27412|1392|2433|1566|2904|13662|9939|1962|505|178
9|6|3113|110|165969|169082|21983|31478|55575|1456|5390|3606|3375|12515|25151|3713|1150|467
20|10|5290|55|126585|131875|30983|30168|34472|9094|4072|2922|1162|6187|5224|1612|420|214
