ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL
30|3|3586|43|145604|149190|49481|55063|22874|7846|4215|3270|2812
19|2|2614|51|178096|180710|65972|57833|25880|7822|10026|4115|6397
11|6|4554|359|189202|193756|85631|68548|12759|12813|2516|1880|4696
8|5|3565|50|171029|174594|47964|76906|22372|9029|5376|3639|5693
25|4|4217|21|123164|127381|22349|56441|28717|6155|3642|3182|2657
11|7|4537|36|162771|167308|67207|65402|13294|10246|1938|1537|3111
15|16|4007|88|169383|173390|24132|63341|48728|11252|9876|7712|4254
21|9|3394|71|172650|176044|50447|35935|44956|8748|15774|11837|4882
7|6|7508|17|171486|178994|31416|44837|43496|31369|10372|6704|3275
18|2|3300|45|166988|170288|26241|62502|42844|9080|11532|9896|4848
17|4|4158|34|153458|157616|23369|50996|46019|9295|11512|9607|2626
20|9|4113|62|141853|145966|31821|42548|43799|6769|7633|6806|2415
19|5|3317|31|121385|124702|36930|45324|14707|5889|12664|2765|3075
17|1|3552|86|186757|190309|46960|50371|56346|8881|11594|8565|3954
21|16|6606|9|127657|134263|31454|52956|20593|6077|9439|4117|3012
15|7|3363|172|200220|203583|46155|60698|54936|10717|12834|9235|5473
11|11|5105|17|141178|146283|50975|60238|13887|8690|3242|1535|2594
7|9|5708|85|163328|169036|24574|35065|52902|24107|13032|10195|3368
12|1|3510|15|146581|150091|9794|60357|57230|7142|4228|6938|877
15|19|2980|100|158066|161046|32901|51070|45121|9011|9182|6994|3687
15|32|2856|44|140066|142922|14479|49158|47124|8772|8423|8660|3406
26|1|3384|29|146788|150172|54118|57817|19037|6874|3869|2746|2298
25|1|4512|15|130958|135470|42941|61787|15525|5241|2122|1686|1641
21|10|3211|55|167742|170953|53568|35731|41332|8019|14582|10379|4076
28|3|5240|302|218571|223811|92938|72591|29725|7427|6451|4703|4434
16|3|3955|45|124822|128777|21726|51171|31223|8207|6714|3539|2197
11|9|4220|68|164696|168916|67099|65746|14102|8464|2761|2364|4092
7|12|5924|26|149681|155605|44623|43120|29510|15743|8350|5659|2650
15|18|4033|60|199751|203784|48117|78787|42237|10442|10580|5652|3876
15|13|2917|106|144891|147808|20187|50040|44458|9734|9242|7502|3622
30|11|3585|59|180135|183720|31054|48987|70439|7831|10443|9078|2244
5|4|3065|60|153962|157027|51325|60634|20170|7961|5353|3461|4998
30|17|4967|67|191673|196640|81643|57883|29563|8524|6161|5046|2786
