ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL
11|6|21034|183|171550|192584|83362|58369|8511|11432|2287|1795|5611
14|17|6412|100|175461|181873|49210|67531|13486|12348|4788|20895|7103
15|5|6154|90|204055|210209|36033|75331|49799|14259|11428|11052|6063
9|3|6707|168|181707|188414|37484|36257|65359|10474|14804|11279|5882
21|11|6426|185|178279|184705|69786|37009|30015|11430|13678|7869|8307
13|7|14518|41|172224|186742|40809|68170|30970|6817|7682|5410|12325
24|7|21606|50|155534|177140|47492|52687|23382|7016|7867|9039|8001
27|1|5555|37|157519|163074|14730|61490|58059|5965|7649|8187|1402
20|9|11070|148|133187|144257|36739|36895|37593|5152|7032|5699|3929
20|3|11114|149|138412|149526|31413|44690|38634|4756|8015|7342|3413
9|8|6555|186|184951|191506|38534|38954|64324|11191|15213|11112|5437
15|18|6348|138|196202|202550|54950|70101|37231|12273|11357|5077|5075
19|10|8884|95|132992|141876|62055|42786|12919|2944|4880|2449|4864
11|4|16086|150|154995|171081|65422|58681|11297|8903|3119|2356|5067
15|9|7371|75|175640|183011|31161|85065|16996|14136|9249|13585|5373
9|22|4698|124|148726|153424|13013|23101|66612|9429|18971|12606|4870
19|4|7909|71|155638|163547|79484|42840|13265|3823|6639|2234|7282
5|5|13349|62|161474|174823|57070|63452|20507|5958|5734|3303|5388
16|2|13470|90|121742|135212|25150|41155|35994|5955|6073|3653|3672
15|31|3606|113|131220|134826|12947|39849|49160|8514|7534|9019|4084
15|40|6106|123|158878|164984|34160|71612|26508|10739|6983|4409|4344
5|6|12245|126|178069|190314|74787|52979|27737|4952|6766|4235|6487
8|7|14897|93|140726|155623|34339|65431|19265|6555|5574|3306|6163
9|9|5769|154|164428|170197|26559|35523|62825|10412|13390|10545|5020
21|13|4247|54|124677|128924|40720|39808|18631|7757|9158|4495|4054
15|33|6806|178|198628|205434|28005|72252|46807|13372|10397|21511|6106
7|12|8417|93|145009|153426|38299|46082|18845|27991|5714|3293|4692
28|1|11480|147|162281|173761|75207|43179|14814|4590|3113|2238|18993
11|3|21897|212|175054|196951|86190|59213|8766|10809|2134|1692|6038
15|23|8088|86|180172|188260|41158|78717|31816|11876|8669|2957|4893
19|8|8377|56|147806|156183|58629|57286|12543|3531|6012|2302|7447
15|7|5785|197|197180|202965|51907|57185|48892|12749|11621|7620|7009
30|18|7663|64|164335|171998|48277|55508|39483|8771|5328|4231|2673
12|5|10656|40|154974|165630|15013|48647|59639|2243|17450|10009|1933
28|7|9652|93|177007|186659|74610|47385|29529|7014|5128|3797|9451
11|1|12075|94|118880|130955|50237|42854|8622|8049|2437|1409|5178
8|6|13244|121|163946|177190|67959|59272|15042|7159|3658|2614|8121
2|3|11343|84|136934|148277|41733|39146|31482|4933|9272|5042|5242
2|5|10675|141|134931|145606|50926|31338|28838|5998|7268|6038|4384
30|21|5604|68|164289|169893|41613|59455|42451|7760|6279|4695|1968
16|5|12667|78|130422|143089|42774|41650|26755|6992|4915|3142|4116
9|26|7830|331|195151|202981|51150|38752|62675|10253|16385|10194|5411
25|0|94071|550|1078981|1173052|278187|389791|131014|31049|34761|23802|189827
9|6|5470|139|163516|168986|23370|32155|66797|9896|14759|11194|5206
