ID_ESTADO|ID_DISTRITO|TIPO_CANDIDATURA|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL|PRI_PVEM|PRD_PT_MC|PRD_PT|PRD_MC|PT_MC
19|5|4|9853|71|114468|124321|31551|55982|6191|3322|9361|894|3933||1942|993|66|162
19|6|4|8340|121|139708|148048|65356|45223|10845|3041|5002|1548|5521||2105|696|132|118
19|7|5|8059|69|121607|129666|48227|45750|11379|2516|6124|2230|5312|||||
19|8|5|8478|58|148808|157286|59098|57498|12757|3550|6042|2327|7478|||||
19|9|4|15240|54|167728|182968|44920|80465|5935|2476|10199|968|20810||1089|616|74|122
19|9|5|15331|57|168811|184142|45402|80725|6869|2496|10961|1452|20849|||||
19|10|4|8884|95|132992|141876|62055|42786|11805|2944|3747|1620|4864||2128|708|100|140
19|10|5|9009|96|134351|143360|62882|42915|13220|2959|4917|2480|4882|||||
19|11|5|9362|63|144742|154104|52662|60003|12232|3596|6585|2252|7349|||||
20|1|4|9525|58|142743|152268|44288|43021|29213|3710|4328|6966|2816||6343|1293|497|210
20|1|5|9610|59|144211|153821|44740|43463|32626|3751|7243|9480|2849|||||
20|3|4|11114|149|138412|149526|31413|44690|34956|4756|4490|4607|3413||7204|2065|485|184
20|3|5|11293|150|139322|150615|31658|44915|38933|4781|8066|7386|3433|||||
20|4|4|10055|68|117875|127930|30244|32728|31569|4538|5402|3019|3839||4248|1660|338|222
20|5|5|8330|151|130059|138389|24170|41127|47671|2532|7040|5627|1741|||||
20|6|4|9993|104|117628|127621|15482|30628|39999|3755|6594|9116|2528||6028|2634|530|230
20|6|5|10131|104|118217|128348|15593|30733|43853|3768|10062|11549|2555|||||
20|7|5|10278|110|143197|153475|25463|52621|46056|2668|9370|5337|1572|||||
20|9|5|11273|153|134568|145841|37162|37155|38085|5221|7090|5745|3957|||||
20|11|4|10165|47|143523|153688|20892|47619|52112|3433|5200|3590|1793||5666|2615|409|147
20|11|5|10376|47|144683|155059|21206|47982|56020|3467|8340|5803|1818|||||
21|1|4|9225|106|156980|166205|41433|46774|23907|4467|7663|2665|5229|13169|8071|2665|493|338
21|1|5|9434|108|157685|167119|41608|53517|28406|11079|11918|5798|5251|||||
21|2|4|6454|38|144184|150638|35874|45574|16713|4727|5736|1679|7048|17584|6191|2373|380|267
21|3|4|6518|52|144073|150591|49885|41533|14291|4561|6379|2074|4698|12678|5646|1720|274|282
21|4|4|8390|60|146612|155002|35794|48431|20318|3675|8683|1998|7290|12199|5181|2443|296|244
21|4|5|8466|60|146951|155417|35877|54614|23524|9788|11774|4009|7305|||||
21|5|4|5376|68|138503|143879|35323|38865|17386|5193|6493|2369|8894|13980|7078|2171|331|352
21|6|4|6202|164|172812|179014|56752|32411|26927|4962|8202|3550|9964|13722|12470|2720|518|450
21|7|4|5399|52|134896|140295|28695|33596|22458|4048|6751|2202|8928|13967|9822|3629|420|328
21|7|5|5502|52|135199|140701|28784|40642|27865|11040|12020|5858|8938|||||
21|8|4|4863|53|125886|130749|29317|31872|19775|3665|7641|2199|4090|12687|9525|4164|448|450
21|10|4|5970|120|163561|169531|62198|29908|23482|4405|7193|3713|7842|10903|10431|2406|536|424
21|10|5|6143|122|164750|170893|62782|35505|28751|9878|12128|7713|7871|||||
21|12|4|6351|184|178983|185334|64703|33509|28120|4757|8513|3815|9245|11493|11451|2266|465|462
21|12|5|6467|188|180339|186806|65209|39474|33708|10551|13759|8162|9288|||||
21|13|4|4247|54|124677|128924|40720|35033|15343|2983|5873|2193|4054|9549|5937|2292|326|320
21|14|5|5482|47|122118|127600|21083|44715|26508|9471|10244|5435|4615|||||
21|15|5|5877|111|142040|147917|40485|43003|23920|10732|11370|5614|6805|||||
22|1|4|15295|47|188490|203785|58704|89007|14375|9680|3308|5921|5123||1438|624|180|83
22|1|5|15578|49|190699|206277|59622|89493|15772|9760|4206|6607|5190|||||
22|2|4|19275|93|192462|211737|76096|70096|19051|7412|5166|3855|6833||2710|856|166|128
22|3|4|14124|127|197464|211588|85246|64603|21487|6859|4309|6121|4682||2948|692|253|137
22|3|5|14327|130|199441|213768|86329|64899|23369|6915|5757|7333|4709|||||
22|4|4|15431|132|208766|224197|89468|70219|24549|6761|4184|5470|4064||2759|806|243|111
22|4|5|15748|133|211625|227373|90895|70648|26717|6826|5663|6636|4107|||||
23|1|5|7419|158|238771|246190|46870|78164|66522|20041|12328|8830|5858|||||
23|2|5|5685|61|152561|158246|22935|58437|38182|10654|10849|5046|6397|||||
23|3|5|5643|228|132053|137696|37827|33061|37738|8897|6121|4464|3717|||||
24|1|4|20025|122|137650|157675|44034|50567|8904|8871|10166|6370|3784||2599|1487|278|468
24|1|5|20134|123|138588|158722|44428|50824|10805|8901|12043|7638|3826|||||
24|3|4|16997|100|135316|152313|51376|55908|7880|4765|6469|2073|4129||1609|694|146|167
24|3|5|17141|101|136205|153346|51697|56168|9011|4805|7471|2794|4158|||||
24|4|5|14848|64|130024|144872|38852|46401|17182|8082|6749|8198|4496|||||
24|7|4|21606|50|155534|177140|47492|52687|21547|7016|6254|7637|8001||2527|1203|779|341
24|7|5|21686|50|156075|177761|47641|52867|23508|7040|7886|9059|8024|||||
25|1|5|10315|32|124417|134732|42632|50397|9032|2097|1520|1148|17559|||||
25|2|4|11527|53|160230|171757|61159|43848|16592|5044|1996|1546|25010||3548|1019|302|113
25|4|4|9839|48|116621|126460|19244|43245|15951|2977|1165|936|29726||2176|870|224|59
25|4|5|9929|48|117383|127312|19408|43518|17377|3002|2375|1823|29832|||||
25|5|5|13275|136|160404|173679|27833|58827|26907|4580|9385|5926|26810|||||
25|7|4|13187|74|132629|145816|23456|50797|16022|4202|4121|2467|25805||4269|948|281|187
25|7|5|13287|75|133383|146670|23692|51036|18215|4219|6139|4150|25857|||||
25|8|5|12042|82|122005|134047|33932|38397|14862|5913|5343|3393|20083|||||
26|2|5|11370|96|147231|158601|55168|60971|16298|3468|5303|3579|2348|||||
26|3|4|8345|80|142579|150924|59176|59238|11935|1675|3085|1609|2534||2409|595|124|119
26|3|5|8371|80|143010|151381|59328|59339|13230|1685|4261|2548|2539|||||
26|5|4|7485|78|134617|142102|57402|55606|10785|1436|3297|1416|1634||2120|596|123|124
26|6|5|12417|85|156200|168617|39693|74367|25980|2223|7036|4461|2355|||||
26|7|4|10826|47|150735|161561|59341|53905|23991|1705|2562|1237|2258||3428|1907|229|125
26|7|5|10946|49|151552|162498|59615|54190|26380|1720|4737|2578|2283|||||
27|1|4|5555|37|157519|163074|14730|57876|53219|2352|3120|4783|1402|7227|8782|3036|787|168
27|1|5|5839|37|158777|164616|15015|61890|58487|6001|7678|8238|1431|||||
27|2|4|5319|39|155136|160455|4674|53781|65393|1844|1847|1303|1504|7837|10640|5592|613|69
27|2|5|5517|39|156119|161636|4793|57973|72526|5782|8263|5221|1522|||||
27|3|4|5747|30|180562|186309|5701|59211|79870|2324|2308|1979|2167|7704|12381|6115|680|92
27|3|5|5919|30|181539|187458|5827|63283|87923|6214|9555|6525|2182|||||
27|4|4|4856|77|174207|179063|7345|46226|72045|2976|4187|4307|2114|9175|19285|5160|1095|215
27|4|5|5177|77|175285|180462|7648|50997|82057|7592|13339|11440|2135|||||
27|5|4|5926|78|185389|191315|15002|61001|75339|2536|3426|2357|2072|7070|10446|5301|608|153
27|5|5|6000|82|186610|192610|15322|64787|82302|6104|9663|6255|2095|||||
6|2|4|4076|49|128990|133066|48961|52331|9425|4179|2621|1156|1616|6206|1604|641|137|64
6|2|5|4257|52|130784|135041|49801|55877|10690|7327|3551|1839|1647|||||
8|2|4|9333|36|78886|88219|19049|31306|11043|5183|2632|1342|3849||3045|976|226|199
8|3|4|10046|121|121116|131162|41605|34706|19248|7155|3247|2571|6443||4507|1042|303|168
9|2|4|6306|188|173790|180096|46122|29941|50462|5534|7472|4244|4878|8042|13114|2807|627|359
9|3|4|6707|168|181707|188414|37484|31803|57577|6020|7187|4986|5882|8908|17041|3424|777|450
9|5|4|6377|180|163022|169399|46760|26008|47865|4827|8215|4164|4056|5531|11793|2660|538|425
9|6|4|5470|139|163516|168986|23370|27735|58530|5476|6699|4491|5206|8840|18116|3584|872|458
9|7|4|5982|235|180355|186337|29795|32475|60578|6596|7663|4784|5442|10420|17603|3430|823|511
9|8|4|6555|186|184951|191506|38534|33967|56852|6204|7941|5029|5437|9974|16311|3223|845|448
9|9|4|5769|154|164428|170197|26559|30319|55304|5209|6085|4444|5020|10407|16386|3261|855|425
9|12|4|6387|183|171081|177468|34630|31409|51463|6277|7489|4757|4977|10635|15152|2962|734|413
9|13|4|5523|140|155272|160795|26064|26768|53031|5179|7057|4127|5100|8250|15144|3343|678|391
9|15|4|9666|276|231659|241325|88085|38906|55438|6143|10245|5293|4901|8071|10863|2397|591|450
9|17|4|7915|234|202385|210300|49747|33774|58843|8118|7475|4237|7621|10410|16526|4198|785|417
9|18|4|4861|156|152307|157168|20171|25272|52977|5846|7412|4479|5246|8484|17482|3639|748|395
9|22|4|4698|124|148726|153424|13013|19373|56005|5702|8522|4510|4870|7455|22141|5577|873|561
9|24|4|7540|239|184408|191948|53106|30615|54801|5146|8442|4446|4517|6836|12474|2855|496|435
9|26|4|7833|331|195151|202984|51150|34511|55308|6013|9111|4644|5411|8481|14987|4092|649|463
15|32|4|3895|83|138181|142076|12455|39082|43544|5095|3644|5694|4657|10921|9362|2554|874|216
14|10|5|8684|126|176087|184771|64629|52620|12726|12276|4526|25053|4131|||||
14|11|5|5720|93|155358|161078|37517|57727|11735|11907|4815|26741|4823|||||
15|34|4|5789|163|180234|186023|49189|67977|26046|4614|3094|1947|6486|15072|4061|1254|222|109
14|14|5|6780|116|163588|170368|49709|53249|11654|12988|4615|27030|4227|||||
15|36|4|6501|51|162092|168593|33780|65021|42566|2201|2840|683|1986|7640|2460|2593|211|60
14|15|5|6751|66|160737|167488|52592|61527|14027|10725|6401|10742|4657|||||
15|38|4|5271|425|167051|172322|18081|44875|40607|5649|3854|20091|5868|13223|10588|1886|1299|605
15|39|4|5024|110|165590|170614|14623|51262|48403|6366|3907|6549|6014|14855|10003|2462|778|258
14|18|5|7479|57|177551|185030|60435|62358|15801|8203|3036|18519|9142|||||
14|19|5|7078|67|169430|176508|47055|61991|21883|10097|4617|16436|7284|||||
30|1|4|4012|40|136112|140124|52383|50579|12208|3259|1520|977|2115|9592|2432|763|179|65
15|4|5|5507|90|194978|200485|42181|62963|47784|14107|9630|10962|7261|||||
30|4|4|5044|76|166420|171464|87397|38141|16685|2662|2209|2413|2577|8319|4686|800|291|164
15|7|5|5890|197|197677|203567|52116|57281|49030|12758|11642|7633|7020|||||
15|8|5|3797|88|135288|139085|21912|47265|37392|10449|6619|6616|4947|||||
30|5|4|4798|86|147728|152526|50884|48596|21437|3513|2448|1597|4419|8717|4306|1307|280|138
15|11|5|4483|168|156664|161147|26050|53543|43689|12434|8406|6876|5498|||||
15|14|5|4819|159|165804|170623|47083|48687|38248|11301|8624|6322|5380|||||
15|15|5|5948|127|171902|177850|61632|46410|36137|9903|7469|5531|4693|||||
15|18|5|6400|138|196573|202973|55153|70187|37283|12283|11365|5082|5082|||||
15|21|5|4447|130|147470|151917|46091|46867|29702|10135|6074|4296|4175|||||
15|22|5|4048|99|134578|138626|42917|40992|28416|8534|5992|4056|3572|||||
15|25|5|4011|61|141370|145381|16432|51407|41535|12341|8000|6764|4830|||||
30|4|5|5090|76|168347|173437|88365|42614|19236|6870|4312|4269|2605|||||
30|5|5|4980|89|149761|154741|51639|53419|24336|7900|4649|3271|4458|||||
30|9|5|7028|59|171087|178115|56598|62112|29294|8850|6155|4105|3914|||||
30|10|5|6919|145|177223|184142|49184|41975|52881|8727|10315|8238|5758|||||
30|14|5|4855|78|152823|157678|41515|55427|35126|7754|6294|4346|2283|||||
30|17|5|6181|80|190812|196993|85766|59877|22858|9837|5187|3827|3380|||||
30|18|5|7671|65|165098|172769|48498|55737|39704|8794|5354|4253|2693|||||
20|5|4|8096|150|128604|136700|23696|40766|44170|2493|4146|3376|1711||5815|1739|441|101
21|11|4|6426|185|178279|184705|69786|30448|24815|4869|8440|3609|8307|13122|11288|2412|461|537
20|7|4|10171|105|142463|152634|25296|52406|43100|2654|6832|3604|1556||4395|2014|403|98
20|8|4|11244|287|169211|180455|50417|38744|43190|6134|5321|5735|6537||10041|1939|602|264
20|9|4|11070|148|133187|144257|36739|36895|34517|5152|4081|3393|3929||6072|1697|406|158
20|10|4|10800|67|120241|131041|34077|28898|30422|11497|4693|3256|1878||3555|1383|339|176
21|14|4|5300|47|121498|126798|20983|38434|21813|3388|5777|2252|4599|12124|8391|2959|434|297
21|15|4|5506|107|140349|145855|39958|36496|19392|4538|7255|2600|6760|12286|7870|2435|343|309
22|2|5|19510|94|193862|213372|76647|70438|20806|7459|6607|4930|6881|||||
21|16|4|7818|29|125921|133739|31094|48604|13890|2968|6307|1777|7144|7881|3947|1845|229|206
21|2|5|6694|39|145333|152027|36202|54623|20529|13557|9188|4107|7088|||||
21|3|5|6688|52|144911|151599|50205|48059|17352|10933|9305|4268|4737|||||
21|5|5|5710|69|140077|145787|35915|46200|21411|12238|10171|5116|8957|||||
21|6|5|6545|164|174531|181076|57323|39618|33209|11881|14040|8252|10044|||||
21|8|5|5039|54|126473|131512|29499|38359|25422|10031|13159|5837|4112|||||
21|9|5|6163|115|169674|175837|59867|35595|32207|10526|13330|8821|9213|||||
12|1|4|9290|19|140047|149337|7404|56710|57316|4216|1709|5760|1342||3076|1953|436|106
21|11|5|6660|187|179945|186605|70519|37288|30481|11459|13742|7928|8341|||||
21|13|5|4311|54|125063|129374|40874|39871|18734|7767|9176|4523|4064|||||
12|3|4|11263|24|140635|151898|4897|48723|61924|2571|2775|4075|3676||7670|3333|766|201
12|4|4|14338|80|134841|149179|12928|36265|42728|4997|3311|12424|4023||13718|2245|1714|408
21|16|5|7898|29|126194|134092|31162|52624|16319|6921|8664|3320|7155|||||
12|6|4|13025|140|154504|167529|13306|58401|48384|6167|8119|10027|2902||3840|2129|877|212
12|8|4|13377|26|140463|153840|25043|37329|50007|10086|5823|1837|1911||4700|3169|435|97
12|1|5|9381|28|140644|150025|7504|56897|59773|4245|3777|7066|1354|||||
12|4|5|14714|81|136627|151341|13384|36647|49983|5040|9263|18160|4069|||||
12|5|5|10701|46|155755|166456|15090|48831|59951|2271|17553|10066|1947|||||
12|8|5|13397|26|140915|154312|25114|37427|53574|10132|9041|3679|1922|||||
12|9|5|14731|133|126004|140735|12710|37348|47243|4090|8114|13149|3217|||||
19|1|5|9218|79|163684|172902|80527|51075|12026|4160|6246|3254|6317|||||
19|2|5|10265|61|170382|180647|54166|79294|13845|5409|6777|2370|8460|||||
24|2|4|17394|184|142913|160307|45380|41257|22804|11994|4723|3060|7998||3305|1568|299|341
19|5|5|9863|71|114885|124748|31732|56078|7450|3334|10615|1660|3945|||||
19|6|5|8444|122|141027|149471|66210|45377|12204|3058|6117|2394|5545|||||
24|4|4|14711|63|129066|143777|38452|46219|15304|8040|5112|7047|4468||2528|1280|329|224
24|5|4|15742|418|151101|166843|74636|32043|16920|9606|3365|2935|6600||3369|823|204|182
24|6|4|15637|362|145716|161353|61514|31468|20606|10329|3733|3609|8246||4333|1037|312|167
19|12|5|15594|182|257875|273469|81595|116947|22778|5998|14436|3625|12314|||||
24|2|5|17443|187|145252|162695|47535|41322|24914|12010|6790|4488|8006|||||
24|5|5|15954|423|152864|168818|75507|32324|18977|9663|5041|4292|6637|||||
24|6|5|15729|362|148354|164083|61778|31553|22871|10343|7887|5303|8257|||||
28|1|4|11480|147|162281|173761|75207|43179|13447|4590|1795|1206|18993||2722|743|173|79
28|2|4|11426|119|162218|173644|62694|50008|20170|6948|3904|2451|9811||4589|1099|272|153
28|4|4|11774|72|149147|160921|58284|49813|14299|7597|2655|1889|9842||3665|724|161|146
1|2|5|14762|253|167102|181864|55277|50553|18790|8586|6126|5009|22508|||||
28|6|4|10359|39|155224|165583|63752|59710|10481|5110|1652|1094|10314||2133|687|155|97
28|8|4|8288|90|155776|164064|77837|35721|19789|5636|1843|1778|7954||3929|850|240|109
28|3|5|12891|89|209605|222496|83755|71438|25060|7451|6065|3776|11971|||||
28|4|5|11877|72|150495|162372|58969|50112|16194|7648|4335|3286|9879|||||
28|7|5|9753|96|178437|188190|75306|47647|29840|7058|5156|3825|9509|||||
15|1|4|6457|61|166300|172757|37172|76529|16443|4258|4533|4435|3839|14467|2889|1293|262|119
14|1|4|5901|68|167559|173460|48547|64044|14988|4561|4626|13430|5966|8327|1405|396|265|936
14|3|4|8064|116|163221|171285|65270|62333|4095|6104|1097|11577|3696|7608|839|159|156|171
15|3|4|6547|78|146888|153435|34150|67609|13220|4228|2150|4354|4382|13208|2364|605|355|185
14|5|4|6545|112|175059|181604|47099|54392|16189|4901|2812|27272|5900|8705|5161|643|1035|838
15|5|4|6154|90|204055|210209|36033|68138|45818|7067|7560|8066|6063|14385|7515|2358|593|369
14|6|4|8672|200|195370|204042|69983|62947|10952|6174|2556|20260|4419|13039|3557|409|471|403
9|1|5|4633|86|137526|142159|16626|22440|61000|8357|14756|9990|4271|||||
15|7|4|5785|197|197180|202965|51907|50234|43927|5798|6762|3736|7009|13902|10493|2440|493|282
9|2|5|6416|189|175184|181600|46536|34156|57109|9590|13530|9168|4906|||||
14|8|4|7447|144|166787|174234|56971|51293|10584|4736|2680|21150|4117|10701|3214|328|439|430
15|9|4|7371|75|175640|183011|31161|77119|14990|6190|7403|11903|5373|15892|3796|905|574|259
14|9|4|6182|107|155984|162166|40672|52305|9450|6092|3274|21799|4844|11954|3901|494|522|570
9|5|5|6377|180|163022|169399|46760|28774|53395|7592|13689|8576|4056|||||
9|6|5|5470|139|163516|168986|23370|32155|66797|9896|14759|11194|5206|||||
14|12|4|9855|569|249725|259580|60920|72009|17240|9883|3945|52180|7197|16491|6244|952|1104|991
9|9|5|6045|157|165640|171685|26951|35774|63236|10442|13450|10587|5043|||||
14|13|4|6569|115|166966|173535|47550|53423|10334|6139|2752|24638|4707|11931|3929|405|508|535
9|12|5|6567|185|172904|179471|35251|37027|59012|11635|14315|10467|5012|||||
15|11|4|4465|165|156147|160612|25949|46637|38972|5611|3976|3240|5487|13585|9512|2168|601|244
9|13|5|5631|140|155846|161477|26234|30990|60315|9317|14002|9736|5112|||||
15|12|4|6769|182|204693|211462|33870|59349|54451|8525|4557|6750|7599|14737|11157|2302|885|329
9|16|5|7236|165|189792|197028|39594|32960|69616|11558|16849|11920|7130|||||
14|15|4|6631|66|159794|166425|52236|56831|12819|6241|5112|9524|4625|8877|1865|505|302|791
9|18|5|5010|156|153089|158099|20368|29696|61284|10124|15277|10910|5274|||||
14|17|4|6412|100|175461|181873|49210|62579|12398|7397|3561|19714|7103|9903|2143|422|327|604
15|15|4|5868|127|171371|177239|61380|41229|32853|4843|4323|2980|4686|10092|6681|1547|379|251
14|18|4|7235|57|176517|183752|59977|58664|14520|4718|1933|17376|9109|6931|1979|473|416|364
15|16|4|5000|141|167454|172454|24476|52518|40968|6090|4618|3102|6072|15409|10325|2899|616|220
9|22|5|4698|124|148726|153424|13013|23101|66612|9429|18971|12606|4870|||||
9|24|5|7655|241|185039|192694|53380|34129|60817|8577|14276|9091|4528|||||
9|25|5|6076|168|164689|170765|23099|26680|68748|10253|18310|12003|5428|||||
15|19|4|4666|115|156315|160981|35349|42244|37846|4831|4308|2586|4846|12656|8731|2089|461|253
15|20|4|3584|133|135630|139214|18731|36099|41541|3910|3701|4984|3804|10101|9867|1853|648|258
20|2|5|8606|63|127181|135787|26195|44675|35995|2502|6347|10384|1020|||||
20|4|5|10132|69|118588|128720|30433|32902|34228|4557|7794|4748|3857|||||
20|8|5|11558|289|170379|181937|50814|38916|48229|6163|9817|9585|6566|||||
20|10|5|10957|67|121307|132264|34504|29065|32842|11526|6683|4728|1892|||||
26|1|4|9439|40|138889|148328|62856|50386|13007|2775|2973|1627|2074||1840|1038|192|81
26|2|4|11308|85|146510|157818|54938|60704|14771|3448|3950|2482|2340||2496|784|280|232
26|4|4|11918|40|150477|162395|48289|54210|23231|3214|6775|3690|4703||4134|1459|369|363
26|6|4|12302|85|155450|167752|39403|74126|23488|2214|4797|2662|2351||4498|1251|367|208
26|1|5|9568|52|140095|149663|63277|50799|14480|2804|4193|2389|2101|||||
26|4|5|12017|42|151671|163688|48753|54550|25777|3243|9117|5459|4730|||||
26|5|5|7649|78|136151|143800|58045|55994|12206|1463|4417|2289|1659|||||
15|23|4|8088|86|180172|188260|41158|71599|29250|4759|6131|1750|4893|14235|3110|2858|200|143
15|24|4|3413|107|123758|127171|26166|38337|26251|3942|2955|1902|3661|11152|6861|1918|350|156
14|1|5|5935|68|168016|173951|48698|68336|15873|8744|5767|14548|5982|||||
14|3|5|8073|116|163461|171534|65376|66192|4572|9917|1551|12030|3707|||||
15|27|4|6292|122|185164|191456|44832|74198|22581|5080|9775|3626|5280|14273|3573|1344|294|186
15|28|4|6563|205|243062|249625|57944|81577|45447|7468|5453|5047|8099|19863|8747|2074|755|383
14|5|5|6828|112|177351|184179|48292|59115|19163|9290|5336|30096|5947|||||
15|30|4|3563|102|134261|137824|14496|35606|44447|4266|4161|5168|3922|9449|9504|2266|699|175
14|7|5|6108|111|160088|166196|39354|62537|11684|13530|5648|21724|5500|||||
30|7|4|5347|64|152249|157596|56560|47788|18646|4016|2513|1571|4883|10061|4461|1315|275|96
30|9|4|6744|59|169411|176155|56104|56601|26025|3776|3475|2040|3872|10072|5208|1643|390|146
30|11|4|5504|122|176161|181665|32465|52230|51971|3607|2903|2263|2819|11817|12112|3010|670|172
30|13|4|5968|98|179884|185852|85071|49569|17938|3836|1984|2077|3173|10170|4293|1003|555|117
30|15|4|8021|95|177016|185037|61504|48076|32377|4692|3623|2555|4559|9850|6828|2228|443|186
30|17|4|6069|79|189881|195950|85508|53903|20119|4058|2795|1940|3341|11491|4855|1307|336|149
30|19|4|5594|45|145941|151535|53835|43320|21637|3783|2450|1492|2517|9817|4917|1605|388|135
15|28|5|6585|205|243885|250470|58222|91754|49962|17428|9618|8557|8139|||||
15|29|5|3672|90|133163|136835|14599|42052|46451|9032|7886|9032|4021|||||
30|21|4|5604|68|164289|169893|41613|55019|38916|3325|2900|2186|1968|8871|6718|2165|424|116
15|32|5|4033|83|138596|142629|12520|44664|48529|10565|8177|9384|4674|||||
15|35|5|6158|66|162377|168535|28726|70364|32316|10267|7873|7453|5312|||||
15|36|5|6551|52|162475|169026|33871|68948|44922|6033|5002|1646|2001|||||
15|39|5|5194|110|165961|171155|14699|58790|53495|13807|8615|10421|6024|||||
11|9|4|15157|124|153237|168394|69681|59847|8670|5665|1690|1572|3983||1396|434|111|64
11|10|4|11214|47|138038|149252|63094|36521|12438|13887|3014|1580|5545||1267|465|91|89
11|13|4|11904|75|138831|150735|60743|30169|21880|11266|2204|1767|7888||1790|737|221|91
7|6|4|12576|128|164167|176743|30216|38089|27054|38219|4332|2259|5607|11178|4667|2053|255|110
11|14|4|13046|54|127803|140849|50542|34975|18438|8733|2002|6384|3772||1775|765|235|128
5|2|5|11296|69|167956|179252|61842|67032|19138|5289|5476|3168|5942|||||
7|9|4|12719|249|155075|167794|23961|24223|33996|29713|4893|3135|6808|16359|8621|2486|429|202
13|1|5|13352|50|157086|170438|34616|68092|34596|2751|5443|2647|8891|||||
13|4|5|10721|80|137806|148527|42878|53132|22899|4522|4617|2592|7086|||||
13|5|5|13062|88|172541|185603|38054|65543|40117|9541|7102|5216|6880|||||
3|1|4|9331|60|106619|115950|38998|41766|11143|1667|2784|1969|2583||4094|1189|221|145
3|2|4|10899|93|123148|134047|42876|46450|14735|3402|3070|2590|3238||4802|1405|298|189
18|1|4|10212|23|124645|134857|30058|55536|19646|2660|2862|1179|6053||4638|1554|308|128
18|2|4|12060|65|155721|167781|44228|54357|21011|4132|4556|3099|14700||7391|1473|414|295
18|3|5|13508|67|150591|164099|45528|62943|18539|4322|7814|4068|7310|||||
8|6|4|13244|121|163946|177190|67959|59272|13799|7159|2460|1657|8121||2405|681|200|112
8|8|4|15365|124|160222|175587|55958|60506|13639|9782|3962|1716|10155||3013|950|258|159
8|5|4|13203|99|160321|173524|53717|71364|13235|5616|2819|1396|8245||2554|953|206|117
8|2|5|9378|38|79080|88458|19114|31351|12713|5188|4244|2574|3858|||||
8|6|5|13278|122|164659|177937|68324|59449|15157|7173|3667|2631|8136|||||
2|2|4|11938|129|129166|141104|56073|38621|15153|4582|1657|2143|5767||3723|855|328|135
2|2|5|12077|131|130370|142447|56555|38943|17265|4623|3416|3646|5791|||||
2|4|5|12543|59|147910|160453|44078|37915|31054|6907|13536|6495|7866|||||
2|5|5|11065|145|137458|148523|51907|31898|29529|6072|7345|6116|4446|||||
2|8|5|14483|95|170529|185012|52337|46830|39039|7950|9482|8316|6480|||||
16|5|5|12935|81|132171|145106|43456|42114|27111|7076|4961|3211|4161|||||
16|8|5|18652|121|128886|147538|34839|49686|23045|8780|4192|3862|4361|||||
16|9|5|15300|115|130777|146077|31103|45316|33206|7886|5671|3383|4097|||||
23|3|4|5309|224|128985|134294|36508|28585|33349|4895|2737|1874|3661|7909|6693|1996|411|143
7|8|4|12246|108|166817|179063|12285|39484|22590|64324|6298|1805|6728|6540|3660|2605|243|147
5|4|5|13164|62|143914|157078|48632|61100|14772|5968|4415|2525|6440|||||
7|12|4|8417|93|145009|153426|38299|39508|16633|21418|3555|1755|4692|13147|4076|1472|234|127
5|6|5|12361|129|179128|191489|75344|53158|27968|4972|6789|4262|6506|||||
11|4|5|16198|152|155894|172092|65766|58874|11549|8928|3158|2380|5087|||||
11|5|5|20501|116|177619|198120|90967|58458|8088|11188|1996|1758|5048|||||
7|2|5|9213|80|150822|160035|14435|55388|33597|28712|7026|1517|10067|||||
11|8|5|13270|64|173207|186477|82195|51161|13698|11115|3825|3070|8079|||||
7|4|5|11313|92|159794|171107|30255|42453|24266|41664|6176|3459|11429|||||
11|10|5|11404|66|139033|150437|63404|36786|13384|13950|3748|2116|5579|||||
7|7|5|8167|40|132661|140828|29844|32257|21557|29745|7469|2947|8802|||||
11|13|5|11997|76|139743|151740|61180|30332|23143|11298|3240|2554|7920|||||
7|8|5|12528|109|167989|180517|12560|43014|25590|67743|8946|3264|6763|||||
7|11|5|10466|55|161283|171749|29022|47447|30427|39737|9136|2710|2749|||||
25|1|4|10281|31|123914|134195|42429|50239|8295|2079|872|692|17519||1094|492|127|45
25|3|4|13214|47|139392|152606|35190|55462|14202|3420|2506|1749|22655||2986|804|245|126
25|5|4|13205|136|159699|172904|27565|58674|23875|4569|6557|3594|26757||5998|1346|377|251
25|6|4|10913|79|126123|137036|35840|49543|10421|2890|1568|963|22403||1665|589|110|52
25|8|4|11905|82|120373|132278|33304|37983|12606|5868|3380|1862|19952||3956|1021|216|143
25|2|5|11699|54|161635|173334|61662|44207|18767|5097|3781|2971|25096|||||
25|3|5|13299|49|140425|153724|35514|55832|15896|3449|3993|2950|22742|||||
25|6|5|11078|79|128030|139108|36671|50038|11662|2945|2495|1636|22504|||||
2|1|4|13292|66|126228|139520|47036|42916|14908|5339|1864|2136|6557||3921|929|391|165
2|5|4|10675|141|134931|145606|50926|31338|25765|5998|4337|3682|4384||6004|1646|496|214
2|6|4|13969|73|144294|158263|47371|40444|27036|6629|3959|4171|5418||6743|1694|507|249
23|2|4|5407|61|151061|156468|22437|52095|33085|4647|6274|2019|6357|11933|8070|3472|429|182
