ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL|PRI_PVEM|PRD_PT_MC|PRD_PT|PRD_MC|PT_MC
12|8|13562|55|140213|153775|30157|34851|46457|10986|5427|1569|2761||4299|3076|465|110
9|3|6024|188|181672|187696|35711|32552|58534|5739|7060|4944|6065|8951|17253|3396|796|483
17|1|8895|229|177142|186037|42198|41361|45208|7904|6195|5555|7670|8189|9323|2412|570|328
2|6|3875|89|154418|158293|43542|45211|24402|6020|3453|3810|6754|12382|6487|1533|532|203
13|7|14622|48|171725|186347|33252|64692|28624|7542|4065|2711|20172||7688|2199|503|229
15|5|6032|91|204063|210095|33662|71155|46588|5567|7523|7705|5949|14913|7510|2389|638|373
14|17|6122|90|174213|180335|53374|58870|11760|6632|3941|19004|7711|9452|2085|374|307|613
21|1|8629|63|157013|165642|51123|48041|18809|3413|6203|2061|3797|13530|6838|2437|403|295
20|10|10582|72|119851|130433|32334|25458|27897|19396|4419|3044|1820||3526|1386|346|153
9|5|6170|235|163137|169307|48464|25757|46975|4507|8091|4220|4226|5448|11602|2626|546|440
28|6|10302|50|154948|165250|59070|60034|9644|10253|1533|868|10484||2063|714|156|79
11|6|8244|136|185010|193254|82391|57270|8295|10471|1712|1462|6252|15376|1213|321|54|57
8|5|12768|73|160327|173095|53052|72698|12453|4875|2672|1320|9381||2526|929|197|151
9|10|7494|223|204421|211915|63020|37791|55040|5573|6457|4288|5555|8791|13919|2799|600|365
31|4|5800|126|196845|202645|89842|70000|12849|3560|1882|1943|4098|9666|2047|587|158|87
13|1|13069|85|157128|170197|30727|69462|33143|2689|3482|1458|11008||3152|1579|256|87
25|2|11314|87|159734|171048|55702|47534|19283|5258|1994|1634|22951||3793|1074|306|118
26|2|11739|96|144912|156651|64338|57487|9269|3849|2298|1796|3302||1691|554|149|83
20|1|9782|52|141992|151774|44457|42491|27126|4260|4319|7709|3439||6101|1290|533|215
15|6|5482|146|195715|201197|43135|51576|50277|5148|4276|3532|10012|14390|9915|2563|570|175
30|21|5059|36|163902|168961|35119|55661|44626|2744|2711|2188|1736|8964|7227|2314|469|107
16|5|12123|68|129833|141956|40432|46305|22797|6395|2634|1486|4030||3745|1579|280|82
5|1|11067|88|141665|152732|55085|57529|11639|5576|2465|1551|4472||2308|672|161|119
1|2|14691|315|164833|179524|51578|51317|17585|9837|4440|3683|20528||4243|861|282|164
17|4|7173|95|147812|154985|25851|43980|35452|9519|7552|5957|4371|5235|6935|1911|615|339
14|15|6153|70|159944|166097|53400|57010|12639|5374|5417|8948|4706|8904|1836|534|312|794
15|16|4983|125|167533|172516|24389|52423|41497|5378|4497|2968|7289|14961|10232|2880|638|256
9|16|6681|192|185491|192172|38835|27669|61199|6073|7407|4688|6735|8908|18322|4112|911|440
10|1|12697|87|135195|147892|37172|67548|5263|3586|13589|615|3227||2544|1292|68|204
17|2|7772|213|166874|174646|33870|39553|44961|9720|4525|3370|10549|8202|8675|2406|615|215
12|4|5712|107|143275|148987|12882|34310|38637|7565|2967|12931|4294|12151|13304|2072|1648|407
29|1|16829|92|157078|173907|43093|48664|26379|7687|4888|3051|14192||6341|1945|502|244
23|2|5255|64|150584|155839|21222|50920|30712|4063|6310|1831|11702|11872|7799|3521|369|199
15|38|6441|806|165857|172298|18594|40727|41442|4477|3685|21021|7799|12765|10689|1915|1309|628
20|3|11748|493|137612|149360|24856|49261|34541|5651|4361|4782|3990||7018|1985|496|178
9|24|7051|256|184988|192039|51201|31441|56586|4970|8167|4482|4332|6983|12755|2825|580|410
11|7|6379|62|158719|165098|66466|56328|9827|9159|1170|914|3776|9442|1051|389|98|37
22|1|15518|56|187441|202959|56505|86287|14062|11044|3207|6308|7724||1349|611|185|103
10|2|15960|81|168932|184892|52139|74151|18879|5888|3951|1695|5171||5171|1389|271|146
1|1|12054|114|138830|150884|39408|47803|8810|7888|4618|1534|25679||2014|688|116|158
14|13|6513|160|166252|172765|49023|51707|10190|5853|2790|24339|5162|11747|3852|389|526|514
