ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL|PRI_PVEM|PRD_PT_MC|PRD_PT|PRD_MC|PT_MC
30|5|4589|96|147092|151681|44463|51594|19601|3205|2259|1396|9752|8965|4113|1251|268|129
12|7|12434|95|146888|159322|13160|45003|56425|5464|3234|7557|3511||8629|2638|942|230
9|27|5188|186|153218|158406|16777|27202|54173|6312|7204|4371|7412|8732|15787|3901|695|466
8|9|14913|131|134065|148978|33999|77589|6381|3325|1963|644|8289||1050|506|104|84
28|4|11374|66|147127|158501|56750|54825|12280|5815|2348|1682|8894||3479|681|178|129
13|5|12997|61|171802|184799|27116|67220|40387|11623|3194|2417|8456||8084|2557|509|178
15|24|3353|154|123757|127110|25002|41958|24304|3537|2765|1882|3525|11856|6529|1747|331|167
15|11|4572|153|157344|161916|26866|48997|37637|4966|3682|3116|6130|13767|9104|2125|547|254
18|2|12588|116|154317|166905|27111|67331|24313|5420|4370|3259|12781||7546|1387|406|277
12|3|11666|28|139464|151130|6473|53874|49661|2696|1759|3217|11913||6097|2922|662|162
21|15|4930|95|139891|144821|37956|34835|18551|3391|6614|2393|13513|11895|7556|2441|344|307
21|11|6364|182|178140|184504|67037|31131|26208|5203|7919|4039|8150|13448|11485|2378|469|491
15|18|6250|122|196728|202978|53854|64361|33998|5693|8424|2846|6229|12886|5855|1918|336|206
12|6|13116|77|153131|166247|13592|57883|46418|6463|8143|10168|3326||3839|2143|863|216
14|14|6627|117|162925|169552|50232|46226|9290|7576|2619|24109|4339|12908|3954|431|596|528
29|2|13461|124|167140|180601|37219|47739|34781|10780|7563|4164|11051||10211|2736|482|290
7|6|12287|136|164521|176808|34106|38368|27083|34588|4187|2092|5584|11217|4727|2090|239|104
28|8|7888|97|155866|163754|73170|46489|18568|4552|1717|1568|4750||3801|816|231|107
28|5|10950|74|168636|179586|52374|69934|14143|4686|5193|2020|14476||4198|1134|221|183
30|19|5650|56|145618|151268|51083|43816|22661|3346|2522|1760|3390|9720|5051|1614|443|156
21|6|6147|176|172642|178789|51761|35860|26806|4998|7441|3749|11446|14311|12501|2669|479|445
14|2|6356|89|158803|165159|65136|55573|7206|6384|1067|7266|4673|9949|911|243|166|140
21|2|6436|62|143217|149653|33217|44554|15582|4065|5314|1591|12488|17525|5954|2292|329|244
8|8|15666|164|159646|175312|55186|62921|12933|8346|4378|1578|9902||2978|910|227|123
15|12|6910|712|205172|212082|35964|58783|52464|7340|4385|6659|9101|15033|11266|2430|747|288
26|6|12642|82|156166|168808|48111|74829|17476|2256|3406|2039|2730||3749|1043|281|164
21|8|4937|55|125386|130323|35678|28510|18242|2674|6635|1838|5512|12195|9141|4097|406|403
