ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL|PRI_PVEM|PRD_PT_MC|PRD_PT|PRD_MC|PT_MC
26|1|9439|40|138889|148328|62856|50386|13007|2775|2973|1627|2074||1840|1038|192|81
17|2|13773|239|160743|174516|35995|43029|43827|11207|4177|3263|7540||8419|2355|512|180
25|3|13214|47|139392|152606|35190|55462|14202|3420|2506|1749|22655||2986|804|245|126
8|9|15363|111|133759|149122|34003|79145|6586|3767|1724|710|6061||1039|449|100|64
15|20|3584|133|135630|139214|18731|36099|41541|3910|3701|4984|3804|10101|9867|1853|648|258
26|6|12302|85|155450|167752|39403|74126|23488|2214|4797|2662|2351||4498|1251|367|208
32|1|5078|56|155141|160219|22945|56570|14497|8422|21387|1098|5933|15638|5114|3042|150|289
4|1|17566|68|182316|199882|53634|77861|18388|3582|3285|7359|11017||5089|1005|488|540
14|3|8064|116|163221|171285|65270|62333|4095|6104|1097|11577|3696|7608|839|159|156|171
9|4|5309|132|160944|166253|24183|22803|55362|5915|10379|5030|5059|7095|19153|4471|716|646
7|6|12576|128|164167|176743|30216|38089|27054|38219|4332|2259|5607|11178|4667|2053|255|110
7|9|12719|249|155075|167794|23961|24223|33996|29713|4893|3135|6808|16359|8621|2486|429|202
2|2|11938|129|129166|141104|56073|38621|15153|4582|1657|2143|5767||3723|855|328|135
25|6|10913|79|126123|137036|35840|49543|10421|2890|1568|963|22403||1665|589|110|52
13|0|86303|502|1131195|1217498|287814|436977|201987|38186|28658|13484|65495||40155|14035|2683|1219
9|12|6387|183|171081|177468|34630|31409|51463|6277|7489|4757|4977|10635|15152|2962|734|413
29|3|13727|50|150744|164471|44134|38019|31163|4847|6007|4290|8004||10615|2666|628|321
29|0|43297|210|474343|517640|141268|122987|96332|18829|20070|11932|24730||27844|7542|1669|930
14|0|133400|2556|3276373|3409773|991176|1082138|220772|119312|56195|402273|101863|208803|62563|8795|9400|10527
28|2|11426|119|162218|173644|62694|50008|20170|6948|3904|2451|9811||4589|1099|272|153
14|5|6545|112|175059|181604|47099|54392|16189|4901|2812|27272|5900|8705|5161|643|1035|838
8|1|17161|166|157922|175083|35466|58711|24526|12357|5247|2971|8917||7207|1699|385|270
11|8|13161|62|172132|185293|81742|50911|12594|11071|2958|2377|8041||1721|462|122|71
11|6|21034|183|171550|192584|83362|58369|7915|11432|1697|1339|5611||1183|335|66|58
14|17|6412|100|175461|181873|49210|62579|12398|7397|3561|19714|7103|9903|2143|422|327|604
15|5|6154|90|204055|210209|36033|68138|45818|7067|7560|8066|6063|14385|7515|2358|593|369
9|3|6707|168|181707|188414|37484|31803|57577|6020|7187|4986|5882|8908|17041|3424|777|450
21|11|6426|185|178279|184705|69786|30448|24815|4869|8440|3609|8307|13122|11288|2412|461|537
13|7|14518|41|172224|186742|40809|68170|27196|6817|4027|2589|12325||7411|2137|468|234
24|7|21606|50|155534|177140|47492|52687|21547|7016|6254|7637|8001||2527|1203|779|341
27|1|5555|37|157519|163074|14730|57876|53219|2352|3120|4783|1402|7227|8782|3036|787|168
20|9|11070|148|133187|144257|36739|36895|34517|5152|4081|3393|3929||6072|1697|406|158
20|3|11114|149|138412|149526|31413|44690|34956|4756|4490|4607|3413||7204|2065|485|184
9|8|6555|186|184951|191506|38534|33967|56852|6204|7941|5029|5437|9974|16311|3223|845|448
15|18|6348|138|196202|202550|54950|63702|34109|5875|8322|2828|5075|12797|5902|1939|368|197
19|10|8884|95|132992|141876|62055|42786|11805|2944|3747|1620|4864||2128|708|100|140
11|4|16086|150|154995|171081|65422|58681|10682|8903|2517|1899|5067||1126|383|93|72
15|9|7371|75|175640|183011|31161|77119|14990|6190|7403|11903|5373|15892|3796|905|574|259
9|22|4698|124|148726|153424|13013|19373|56005|5702|8522|4510|4870|7455|22141|5577|873|561
19|4|7909|71|155638|163547|79484|42840|12036|3823|5397|1346|7282||2321|806|103|129
5|5|13349|62|161474|174823|57070|63452|18464|5958|3737|1740|5388||4126|1100|234|143
16|2|13470|90|121742|135212|25150|41155|32548|5955|2802|1473|3672||5698|2635|455|109
15|31|3606|113|131220|134826|12947|35138|44427|3804|3099|5202|4084|9421|9913|2046|809|217
15|40|6106|123|158878|164984|34160|65528|24951|4655|5478|3464|4344|12168|2408|1313|194|92
5|6|12245|126|178069|190314|74787|52979|25282|4952|4320|2310|6487||5129|1265|224|208
8|7|14897|93|140726|155623|34339|65431|17345|6555|3737|1938|6163||3278|1293|359|195
9|9|5769|154|164428|170197|26559|30319|55304|5209|6085|4444|5020|10407|16386|3261|855|425
21|13|4247|54|124677|128924|40720|35033|15343|2983|5873|2193|4054|9549|5937|2292|326|320
15|33|6806|178|198628|205434|28005|65395|42809|6515|6650|18134|6106|13714|7950|1719|976|477
7|12|8417|93|145009|153426|38299|39508|16633|21418|3555|1755|4692|13147|4076|1472|234|127
28|1|11480|147|162281|173761|75207|43179|13447|4590|1795|1206|18993||2722|743|173|79
11|3|21897|212|175054|196951|86190|59213|8264|10809|1663|1315|6038||942|280|95|33
15|23|8088|86|180172|188260|41158|71599|29250|4759|6131|1750|4893|14235|3110|2858|200|143
19|8|8377|56|147806|156183|58629|57286|11289|3531|4731|1381|7447||2408|810|92|146
15|7|5785|197|197180|202965|51907|50234|43927|5798|6762|3736|7009|13902|10493|2440|493|282
30|18|7663|64|164335|171998|48277|51486|36759|4749|2747|2451|2673|8044|4595|1991|392|107
12|5|10656|40|154974|165630|15013|48647|56981|2243|14902|8615|1933||3060|2791|483|266
28|7|9652|93|177007|186659|74610|47385|26992|7014|2705|1847|9451||5159|1288|345|118
11|1|12075|94|118880|130955|50237|42854|8174|8049|1993|1133|5178||693|383|49|43
8|6|13244|121|163946|177190|67959|59272|13799|7159|2460|1657|8121||2405|681|200|112
2|3|11343|84|136934|148277|41733|39146|28118|4933|6019|2695|5242||6124|2228|416|196
2|5|10675|141|134931|145606|50926|31338|25765|5998|4337|3682|4384||6004|1646|496|214
30|21|5604|68|164289|169893|41613|55019|38916|3325|2900|2186|1968|8871|6718|2165|424|116
16|5|12667|78|130422|143089|42774|41650|24529|6992|2797|1671|4116||3804|1604|311|96
9|26|7830|331|195151|202981|51150|34511|55308|6013|9111|4644|5411|8481|14987|4092|649|463
25|0|94071|550|1078981|1173052|278187|389791|117964|31049|22165|13809|189827||25692|7089|1882|976
9|6|5470|139|163516|168986|23370|27735|58530|5476|6699|4491|5206|8840|18116|3584|872|458
